INSERT INTO Client (email,username,name,gender,sexual_orientation, bio, description, likes, state, age, birthday) VALUES ('karaAcevedo@gmail.com', 'Kara Acevedo', 'karaAcevedo', 'F', 'W', 'This is the bio', 'This is the description', 'Running, Reading, Hiking, Watching series, Acrobatics', 'Reported', 'karaAcevedoprofilePic', 30, '1963-3-19'),
('bufordCamp@gmail.com', 'Buford Camp', 'bufordCamp', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Yoga, Dancing, Listening to music, Baseball', 'Pending', 'bufordCampprofilePic', 37, '1955-9-24'),
('nickiBriggs@gmail.com', 'Nicki Briggs', 'nickiBriggs', 'F', 'W', 'This is the bio', 'This is the description', 'Blogging, Hiking, Baseball, Listening to music, Watching movies', 'Accepted', 'nickiBriggsprofilePic', 37, '1990-1-6'),
('caseyOliver@gmail.com', 'Casey Oliver', 'caseyOliver', 'M', 'M', 'This is the bio', 'This is the description', 'Knitting, Blogging, Dancing, Yoga, Parkour', 'Reported', 'caseyOliverprofilePic', 25, '1997-2-23'),
('richelleCompton@gmail.com', 'Richelle Compton', 'richelleCompton', 'F', 'B', 'This is the bio', 'This is the description', 'Watching movies, Blogging, Listening to music, Car fixing, Dancing', 'Reported', 'richelleComptonprofilePic', 18, '1974-10-16'),
('freddySawyer@gmail.com', 'Freddy Sawyer', 'freddySawyer', 'Other', 'B', 'This is the bio', 'This is the description', 'Bowling, Acrobatics, Car fixing, Journaling, Watching series', 'Pending', 'freddySawyerprofilePic', 26, '1991-2-9'),
('marlinStephens@gmail.com', 'Marlin Stephens', 'marlinStephens', 'Other', 'M', 'This is the bio', 'This is the description', 'Listening to music, Running, Journaling, Fishing, Acrobatics', 'Reported', 'marlinStephensprofilePic', 28, '1952-8-12'),
('zofiaHurley@gmail.com', 'Zofia Hurley', 'zofiaHurley', 'Other', 'W', 'This is the bio', 'This is the description', 'Bowling, Journaling, Blogging, Paintball, Watching series', 'Reported', 'zofiaHurleyprofilePic', 26, '2003-5-2'),
('justineMadden@gmail.com', 'Justine Madden', 'justineMadden', 'F', 'B', 'This is the bio', 'This is the description', 'Reading, Listening to music, Bowling, Chess, Car fixing', 'Accepted', 'justineMaddenprofilePic', 37, '1993-9-9'),
('demetriusRollins@gmail.com', 'Demetrius Rollins', 'demetriusRollins', 'Other', 'W', 'This is the bio', 'This is the description', 'Yoga, Photography, Dancing, Chess, Journaling', 'Accepted', 'demetriusRollinsprofilePic', 26, '1971-4-5'),
('arethaGilliam@gmail.com', 'Aretha Gilliam', 'arethaGilliam', 'F', 'M', 'This is the bio', 'This is the description', 'Paintball, Hiking, Blogging, Dancing, Knitting', 'Reported', 'arethaGilliamprofilePic', 22, '1961-5-7'),
('valentineBarton@gmail.com', 'Valentine Barton', 'valentineBarton', 'M', 'B', 'This is the bio', 'This is the description', 'Watching series, Parkour, Hiking, Fishing, Chess', 'Reported', 'valentineBartonprofilePic', 38, '1994-7-9'),
('pearleSears@gmail.com', 'Pearle Sears', 'pearleSears', 'F', 'B', 'This is the bio', 'This is the description', 'Cycling, Fishing, Car fixing, Knitting, Watching movies', 'Pending', 'pearleSearsprofilePic', 25, '1976-5-1'),
('leannaLutz@gmail.com', 'Leanna Lutz', 'leannaLutz', 'F', 'W', 'This is the bio', 'This is the description', 'Blogging, Photography, Yoga, Running, Watching series', 'Reported', 'leannaLutzprofilePic', 31, '1954-3-9'),
('jodeeCrowe@gmail.com', 'Jodee Crowe', 'jodeeCrowe', 'F', 'M', 'This is the bio', 'This is the description', 'Car fixing, Watching series, Knitting, Hiking, Watching movies', 'Reported', 'jodeeCroweprofilePic', 38, '1991-10-12'),
('leoBrowning@gmail.com', 'Leo Browning', 'leoBrowning', 'Other', 'M', 'This is the bio', 'This is the description', 'Yoga, Photography, Dancing, Cycling, Car fixing', 'Reported', 'leoBrowningprofilePic', 18, '1978-8-10'),
('jerilynRosado@gmail.com', 'Jerilyn Rosado', 'jerilynRosado', 'Other', 'W', 'This is the bio', 'This is the description', 'Hiking, Listening to music, Watching series, Dancing, Chess', 'Accepted', 'jerilynRosadoprofilePic', 32, '1966-3-14'),
('lisaCarpenter@gmail.com', 'Lisa Carpenter', 'lisaCarpenter', 'F', 'B', 'This is the bio', 'This is the description', 'Listening to music, Cycling, Yoga, Acrobatics, Listening to podcasts', 'Reported', 'lisaCarpenterprofilePic', 26, '1969-1-10'),
('elodiaChambers@gmail.com', 'Elodia Chambers', 'elodiaChambers', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Chess, Paintball, Watching movies, Knitting', 'Pending', 'elodiaChambersprofilePic', 31, '1961-9-22'),
('ashleyCarrillo@gmail.com', 'Ashley Carrillo', 'ashleyCarrillo', 'M', 'W', 'This is the bio', 'This is the description', 'Running, Listening to music, Paintball, Photography, Journaling', 'Reported', 'ashleyCarrilloprofilePic', 33, '1998-7-21'),
('emmanuelGilbert@gmail.com', 'Emmanuel Gilbert', 'emmanuelGilbert', 'Other', 'B', 'This is the bio', 'This is the description', 'Journaling, Car fixing, Cycling, Fishing, Watching series', 'Reported', 'emmanuelGilbertprofilePic', 29, '1980-5-18'),
('dulceDowns@gmail.com', 'Dulce Downs', 'dulceDowns', 'Other', 'M', 'This is the bio', 'This is the description', 'Reading, Car fixing, Listening to podcasts, Journaling, Bowling', 'Reported', 'dulceDownsprofilePic', 33, '1970-8-13'),
('vidaByrd@gmail.com', 'Vida Byrd', 'vidaByrd', 'F', 'M', 'This is the bio', 'This is the description', 'Acrobatics, Hiking, Yoga, Listening to music, Dancing', 'Pending', 'vidaByrdprofilePic', 18, '1998-12-16'),
('numbersTate@gmail.com', 'Numbers Tate', 'numbersTate', 'F', 'W', 'This is the bio', 'This is the description', 'Knitting, Baseball, Dancing, Car fixing, Cycling', 'Accepted', 'numbersTateprofilePic', 24, '1987-6-22'),
('lishaEscobar@gmail.com', 'Lisha Escobar', 'lishaEscobar', 'F', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Hiking, Cycling, Watching movies, Dancing', 'Reported', 'lishaEscobarprofilePic', 36, '1977-12-28'),
('benjaminLamb@gmail.com', 'Benjamin Lamb', 'benjaminLamb', 'M', 'M', 'This is the bio', 'This is the description', 'Hiking, Acrobatics, Knitting, Fishing, Running', 'Reported', 'benjaminLambprofilePic', 39, '1961-4-27'),
('waylonStuart@gmail.com', 'Waylon Stuart', 'waylonStuart', 'M', 'W', 'This is the bio', 'This is the description', 'Car fixing, Paintball, Cycling, Watching series, Chess', 'Accepted', 'waylonStuartprofilePic', 20, '1990-5-17'),
('adriaAnderson@gmail.com', 'Adria Anderson', 'adriaAnderson', 'Other', 'M', 'This is the bio', 'This is the description', 'Yoga, Photography, Baseball, Paintball, Watching movies', 'Pending', 'adriaAndersonprofilePic', 36, '1973-4-18'),
('grettaJacobson@gmail.com', 'Gretta Jacobson', 'grettaJacobson', 'F', 'W', 'This is the bio', 'This is the description', 'Parkour, Dancing, Yoga, Hiking, Baseball', 'Reported', 'grettaJacobsonprofilePic', 34, '1955-10-21'),
('derekArroyo@gmail.com', 'Derek Arroyo', 'derekArroyo', 'M', 'W', 'This is the bio', 'This is the description', 'Parkour, Photography, Bowling, Hiking, Baseball', 'Accepted', 'derekArroyoprofilePic', 31, '2002-2-25'),
('johnathonMyers@gmail.com', 'Johnathon Myers', 'johnathonMyers', 'Other', 'B', 'This is the bio', 'This is the description', 'Parkour, Acrobatics, Paintball, Watching movies, Watching series', 'Accepted', 'johnathonMyersprofilePic', 34, '1977-9-16'),
('carolynLindsey@gmail.com', 'Carolyn Lindsey', 'carolynLindsey', 'F', 'B', 'This is the bio', 'This is the description', 'Journaling, Car fixing, Chess, Listening to podcasts, Photography', 'Accepted', 'carolynLindseyprofilePic', 35, '1990-7-7'),
('casandraMccullough@gmail.com', 'Casandra Mccullough', 'casandraMccullough', 'F', 'M', 'This is the bio', 'This is the description', 'Watching series, Fishing, Journaling, Dancing, Listening to podcasts', 'Pending', 'casandraMcculloughprofilePic', 21, '1984-7-28'),
('toyaHansen@gmail.com', 'Toya Hansen', 'toyaHansen', 'F', 'W', 'This is the bio', 'This is the description', 'Fishing, Bowling, Blogging, Cycling, Hiking', 'Accepted', 'toyaHansenprofilePic', 23, '1963-4-12'),
('berryVilla@gmail.com', 'Berry Villa', 'berryVilla', 'Other', 'B', 'This is the bio', 'This is the description', 'Knitting, Cycling, Bowling, Reading, Watching series', 'Pending', 'berryVillaprofilePic', 37, '1990-5-8'),
('henryJamison@gmail.com', 'Henry Jamison', 'henryJamison', 'Other', 'W', 'This is the bio', 'This is the description', 'Photography, Running, Paintball, Fishing, Listening to podcasts', 'Pending', 'henryJamisonprofilePic', 18, '1988-5-12'),
('kandiceCortez@gmail.com', 'Kandice Cortez', 'kandiceCortez', 'F', 'B', 'This is the bio', 'This is the description', 'Bowling, Journaling, Parkour, Reading, Knitting', 'Reported', 'kandiceCortezprofilePic', 35, '2001-7-4'),
('delmarMeeks@gmail.com', 'Delmar Meeks', 'delmarMeeks', 'Other', 'M', 'This is the bio', 'This is the description', 'Car fixing, Blogging, Acrobatics, Knitting, Watching movies', 'Accepted', 'delmarMeeksprofilePic', 29, '1973-5-20'),
('adrianFrancis@gmail.com', 'Adrian Francis', 'adrianFrancis', 'Other', 'B', 'This is the bio', 'This is the description', 'Paintball, Knitting, Photography, Running, Parkour', 'Accepted', 'adrianFrancisprofilePic', 25, '1997-5-28'),
('mackenzieSmith@gmail.com', 'Mackenzie Smith', 'mackenzieSmith', 'Other', 'W', 'This is the bio', 'This is the description', 'Chess, Photography, Running, Fishing, Paintball', 'Pending', 'mackenzieSmithprofilePic', 32, '1976-6-6'),
('shelaBaldwin@gmail.com', 'Shela Baldwin', 'shelaBaldwin', 'F', 'B', 'This is the bio', 'This is the description', 'Reading, Cycling, Listening to music, Paintball, Photography', 'Reported', 'shelaBaldwinprofilePic', 39, '1966-10-23'),
('titusEllis@gmail.com', 'Titus Ellis', 'titusEllis', 'M', 'B', 'This is the bio', 'This is the description', 'Running, Parkour, Baseball, Journaling, Chess', 'Reported', 'titusEllisprofilePic', 40, '1996-5-27'),
('eugenieRankin@gmail.com', 'Eugenie Rankin', 'eugenieRankin', 'F', 'M', 'This is the bio', 'This is the description', 'Fishing, Knitting, Watching series, Baseball, Dancing', 'Pending', 'eugenieRankinprofilePic', 36, '1996-3-7'),
('adrianneHorton@gmail.com', 'Adrianne Horton', 'adrianneHorton', 'F', 'M', 'This is the bio', 'This is the description', 'Running, Parkour, Cycling, Car fixing, Fishing', 'Pending', 'adrianneHortonprofilePic', 27, '1988-7-23'),
('murrayFox@gmail.com', 'Murray Fox', 'murrayFox', 'M', 'B', 'This is the bio', 'This is the description', 'Knitting, Watching movies, Blogging, Cycling, Reading', 'Reported', 'murrayFoxprofilePic', 18, '2004-8-23'),
('kyraGarrison@gmail.com', 'Kyra Garrison', 'kyraGarrison', 'F', 'B', 'This is the bio', 'This is the description', 'Dancing, Baseball, Blogging, Car fixing, Chess', 'Pending', 'kyraGarrisonprofilePic', 33, '1954-11-27'),
('carolinaHelms@gmail.com', 'Carolina Helms', 'carolinaHelms', 'Other', 'M', 'This is the bio', 'This is the description', 'Baseball, Chess, Blogging, Photography, Listening to music', 'Pending', 'carolinaHelmsprofilePic', 32, '2000-7-3'),
('isidroStevens@gmail.com', 'Isidro Stevens', 'isidroStevens', 'M', 'W', 'This is the bio', 'This is the description', 'Hiking, Blogging, Acrobatics, Running, Knitting', 'Reported', 'isidroStevensprofilePic', 31, '1971-6-10'),
('loviePage@gmail.com', 'Lovie Page', 'loviePage', 'F', 'B', 'This is the bio', 'This is the description', 'Watching series, Journaling, Baseball, Blogging, Dancing', 'Reported', 'loviePageprofilePic', 22, '1989-1-11'),
('roderickSutton@gmail.com', 'Roderick Sutton', 'roderickSutton', 'M', 'B', 'This is the bio', 'This is the description', 'Photography, Car fixing, Listening to music, Watching movies, Cycling', 'Accepted', 'roderickSuttonprofilePic', 34, '1994-3-14'),
('lavernWarren@gmail.com', 'Lavern Warren', 'lavernWarren', 'F', 'B', 'This is the bio', 'This is the description', 'Listening to music, Yoga, Car fixing, Baseball, Listening to podcasts', 'Pending', 'lavernWarrenprofilePic', 30, '1977-10-23'),
('vivaHewitt@gmail.com', 'Viva Hewitt', 'vivaHewitt', 'F', 'W', 'This is the bio', 'This is the description', 'Listening to music, Reading, Knitting, Watching series, Listening to podcasts', 'Reported', 'vivaHewittprofilePic', 30, '1973-12-23'),
('remediosFrench@gmail.com', 'Remedios French', 'remediosFrench', 'Other', 'M', 'This is the bio', 'This is the description', 'Knitting, Parkour, Yoga, Paintball, Watching movies', 'Accepted', 'remediosFrenchprofilePic', 19, '2004-1-25'),
('abbeyStephens@gmail.com', 'Abbey Stephens', 'abbeyStephens', 'F', 'M', 'This is the bio', 'This is the description', 'Dancing, Cycling, Baseball, Chess, Bowling', 'Reported', 'abbeyStephensprofilePic', 26, '1996-10-22'),
('fabianHurley@gmail.com', 'Fabian Hurley', 'fabianHurley', 'M', 'M', 'This is the bio', 'This is the description', 'Running, Bowling, Yoga, Journaling, Acrobatics', 'Reported', 'fabianHurleyprofilePic', 30, '1955-8-3'),
('corinneCraft@gmail.com', 'Corinne Craft', 'corinneCraft', 'F', 'B', 'This is the bio', 'This is the description', 'Journaling, Paintball, Cycling, Chess, Baseball', 'Pending', 'corinneCraftprofilePic', 19, '1959-5-23'),
('patCooley@gmail.com', 'Pat Cooley', 'patCooley', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Fishing, Hiking, Yoga, Watching series', 'Reported', 'patCooleyprofilePic', 25, '1997-4-16'),
('leandraParks@gmail.com', 'Leandra Parks', 'leandraParks', 'F', 'B', 'This is the bio', 'This is the description', 'Paintball, Listening to podcasts, Acrobatics, Yoga, Bowling', 'Pending', 'leandraParksprofilePic', 29, '2000-12-25'),
('bretDoyle@gmail.com', 'Bret Doyle', 'bretDoyle', 'Other', 'B', 'This is the bio', 'This is the description', 'Dancing, Journaling, Listening to music, Paintball, Knitting', 'Reported', 'bretDoyleprofilePic', 40, '1988-4-7'),
('shavonBartlett@gmail.com', 'Shavon Bartlett', 'shavonBartlett', 'F', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Reading, Running, Listening to podcasts, Watching movies', 'Accepted', 'shavonBartlettprofilePic', 37, '1991-3-7'),
('wyattChan@gmail.com', 'Wyatt Chan', 'wyattChan', 'M', 'W', 'This is the bio', 'This is the description', 'Reading, Baseball, Photography, Running, Dancing', 'Accepted', 'wyattChanprofilePic', 27, '1974-7-4'),
('drusillaJensen@gmail.com', 'Drusilla Jensen', 'drusillaJensen', 'F', 'M', 'This is the bio', 'This is the description', 'Journaling, Blogging, Baseball, Paintball, Yoga', 'Accepted', 'drusillaJensenprofilePic', 25, '1998-9-13'),
('zacheryNavarro@gmail.com', 'Zachery Navarro', 'zacheryNavarro', 'M', 'M', 'This is the bio', 'This is the description', 'Chess, Listening to music, Dancing, Blogging, Watching movies', 'Reported', 'zacheryNavarroprofilePic', 32, '1952-9-8'),
('lavinaChristian@gmail.com', 'Lavina Christian', 'lavinaChristian', 'Other', 'B', 'This is the bio', 'This is the description', 'Knitting, Fishing, Paintball, Journaling, Photography', 'Pending', 'lavinaChristianprofilePic', 34, '1997-3-7'),
('nathanaelPickett@gmail.com', 'Nathanael Pickett', 'nathanaelPickett', 'Other', 'B', 'This is the bio', 'This is the description', 'Reading, Journaling, Dancing, Yoga, Parkour', 'Reported', 'nathanaelPickettprofilePic', 34, '2001-9-15'),
('lloydDunlap@gmail.com', 'Lloyd Dunlap', 'lloydDunlap', 'M', 'M', 'This is the bio', 'This is the description', 'Cycling, Watching movies, Photography, Yoga, Watching series', 'Reported', 'lloydDunlapprofilePic', 19, '1998-11-28'),
('kendallMadden@gmail.com', 'Kendall Madden', 'kendallMadden', 'Other', 'W', 'This is the bio', 'This is the description', 'Hiking, Yoga, Journaling, Watching series, Cycling', 'Reported', 'kendallMaddenprofilePic', 33, '1957-7-20'),
('donnyVincent@gmail.com', 'Donny Vincent', 'donnyVincent', 'M', 'M', 'This is the bio', 'This is the description', 'Cycling, Watching series, Bowling, Knitting, Listening to podcasts', 'Pending', 'donnyVincentprofilePic', 30, '1977-1-18'),
('jacobPorter@gmail.com', 'Jacob Porter', 'jacobPorter', 'M', 'W', 'This is the bio', 'This is the description', 'Baseball, Yoga, Chess, Dancing, Blogging', 'Pending', 'jacobPorterprofilePic', 26, '1953-5-28'),
('robbyWilson@gmail.com', 'Robby Wilson', 'robbyWilson', 'Other', 'B', 'This is the bio', 'This is the description', 'Listening to music, Fishing, Running, Parkour, Car fixing', 'Pending', 'robbyWilsonprofilePic', 38, '1962-11-23'),
('ottoBarlow@gmail.com', 'Otto Barlow', 'ottoBarlow', 'M', 'W', 'This is the bio', 'This is the description', 'Chess, Watching movies, Yoga, Watching series, Blogging', 'Accepted', 'ottoBarlowprofilePic', 26, '1986-1-10'),
('verdieCooke@gmail.com', 'Verdie Cooke', 'verdieCooke', 'F', 'M', 'This is the bio', 'This is the description', 'Parkour, Dancing, Yoga, Running, Chess', 'Accepted', 'verdieCookeprofilePic', 32, '1989-12-7'),
('kathrynChang@gmail.com', 'Kathryn Chang', 'kathrynChang', 'F', 'W', 'This is the bio', 'This is the description', 'Photography, Blogging, Chess, Acrobatics, Running', 'Accepted', 'kathrynChangprofilePic', 37, '1956-4-9'),
('sukEspinoza@gmail.com', 'Suk Espinoza', 'sukEspinoza', 'Other', 'B', 'This is the bio', 'This is the description', 'Baseball, Bowling, Journaling, Dancing, Reading', 'Accepted', 'sukEspinozaprofilePic', 34, '1960-5-19'),
('renaBarton@gmail.com', 'Rena Barton', 'renaBarton', 'Other', 'M', 'This is the bio', 'This is the description', 'Fishing, Listening to podcasts, Cycling, Watching movies, Listening to music', 'Accepted', 'renaBartonprofilePic', 26, '1964-8-4'),
('horaceHopper@gmail.com', 'Horace Hopper', 'horaceHopper', 'M', 'W', 'This is the bio', 'This is the description', 'Reading, Parkour, Listening to music, Car fixing, Watching series', 'Accepted', 'horaceHopperprofilePic', 30, '1975-11-1'),
('lyndsayAlvarado@gmail.com', 'Lyndsay Alvarado', 'lyndsayAlvarado', 'F', 'W', 'This is the bio', 'This is the description', 'Dancing, Bowling, Baseball, Reading, Journaling', 'Reported', 'lyndsayAlvaradoprofilePic', 37, '2004-5-15'),
('timothyHammond@gmail.com', 'Timothy Hammond', 'timothyHammond', 'M', 'W', 'This is the bio', 'This is the description', 'Paintball, Running, Hiking, Knitting, Bowling', 'Accepted', 'timothyHammondprofilePic', 33, '1952-7-3'),
('delanaSchmidt@gmail.com', 'Delana Schmidt', 'delanaSchmidt', 'Other', 'W', 'This is the bio', 'This is the description', 'Yoga, Running, Watching movies, Cycling, Knitting', 'Reported', 'delanaSchmidtprofilePic', 18, '1991-11-14'),
('brentArroyo@gmail.com', 'Brent Arroyo', 'brentArroyo', 'M', 'B', 'This is the bio', 'This is the description', 'Listening to podcasts, Paintball, Journaling, Bowling, Hiking', 'Accepted', 'brentArroyoprofilePic', 26, '1951-8-11'),
('micaelaDelacruz@gmail.com', 'Micaela Delacruz', 'micaelaDelacruz', 'F', 'M', 'This is the bio', 'This is the description', 'Listening to podcasts, Yoga, Chess, Fishing, Car fixing', 'Reported', 'micaelaDelacruzprofilePic', 39, '1973-8-16'),
('javierWilkinson@gmail.com', 'Javier Wilkinson', 'javierWilkinson', 'M', 'M', 'This is the bio', 'This is the description', 'Photography, Dancing, Chess, Listening to music, Bowling', 'Reported', 'javierWilkinsonprofilePic', 38, '1999-2-13'),
('lamontChildress@gmail.com', 'Lamont Childress', 'lamontChildress', 'M', 'B', 'This is the bio', 'This is the description', 'Hiking, Listening to podcasts, Car fixing, Cycling, Reading', 'Accepted', 'lamontChildressprofilePic', 35, '1995-2-16'),
('johnGriggs@gmail.com', 'John Griggs', 'johnGriggs', 'M', 'W', 'This is the bio', 'This is the description', 'Paintball, Chess, Dancing, Fishing, Knitting', 'Pending', 'johnGriggsprofilePic', 36, '1980-1-11'),
('elvieJoseph@gmail.com', 'Elvie Joseph', 'elvieJoseph', 'F', 'M', 'This is the bio', 'This is the description', 'Running, Photography, Fishing, Listening to podcasts, Reading', 'Pending', 'elvieJosephprofilePic', 30, '1975-10-13'),
('delindaMiles@gmail.com', 'Delinda Miles', 'delindaMiles', 'F', 'W', 'This is the bio', 'This is the description', 'Watching movies, Cycling, Bowling, Listening to music, Yoga', 'Reported', 'delindaMilesprofilePic', 30, '1962-10-13'),
('mistyHensley@gmail.com', 'Misty Hensley', 'mistyHensley', 'F', 'W', 'This is the bio', 'This is the description', 'Car fixing, Yoga, Journaling, Fishing, Listening to music', 'Reported', 'mistyHensleyprofilePic', 21, '1984-12-12'),
('laraSwain@gmail.com', 'Lara Swain', 'laraSwain', 'F', 'W', 'This is the bio', 'This is the description', 'Baseball, Bowling, Fishing, Blogging, Watching series', 'Reported', 'laraSwainprofilePic', 39, '1959-4-4'),
('krisMcgowan@gmail.com', 'Kris Mcgowan', 'krisMcgowan', 'M', 'W', 'This is the bio', 'This is the description', 'Dancing, Hiking, Paintball, Blogging, Listening to podcasts', 'Reported', 'krisMcgowanprofilePic', 23, '1959-7-14'),
('romanMoss@gmail.com', 'Roman Moss', 'romanMoss', 'Other', 'B', 'This is the bio', 'This is the description', 'Car fixing, Watching movies, Fishing, Reading, Listening to podcasts', 'Accepted', 'romanMossprofilePic', 21, '1989-1-14'),
('clevelandRiddle@gmail.com', 'Cleveland Riddle', 'clevelandRiddle', 'Other', 'W', 'This is the bio', 'This is the description', 'Dancing, Chess, Fishing, Blogging, Acrobatics', 'Reported', 'clevelandRiddleprofilePic', 36, '1973-12-2'),
('franklinJustice@gmail.com', 'Franklin Justice', 'franklinJustice', 'M', 'B', 'This is the bio', 'This is the description', 'Parkour, Paintball, Car fixing, Chess, Reading', 'Accepted', 'franklinJusticeprofilePic', 20, '1997-2-4'),
('miltonBoyce@gmail.com', 'Milton Boyce', 'miltonBoyce', 'Other', 'M', 'This is the bio', 'This is the description', 'Reading, Bowling, Acrobatics, Listening to podcasts, Running', 'Reported', 'miltonBoyceprofilePic', 39, '1985-8-13'),
('britanyOdell@gmail.com', 'Britany Odell', 'britanyOdell', 'F', 'W', 'This is the bio', 'This is the description', 'Reading, Watching series, Acrobatics, Journaling, Car fixing', 'Reported', 'britanyOdellprofilePic', 37, '1970-4-11'),
('morganConner@gmail.com', 'Morgan Conner', 'morganConner', 'M', 'W', 'This is the bio', 'This is the description', 'Baseball, Dancing, Photography, Fishing, Reading', 'Pending', 'morganConnerprofilePic', 25, '1994-2-12'),
('tatianaOsborne@gmail.com', 'Tatiana Osborne', 'tatianaOsborne', 'F', 'B', 'This is the bio', 'This is the description', 'Blogging, Running, Listening to music, Acrobatics, Paintball', 'Accepted', 'tatianaOsborneprofilePic', 21, '1963-5-28'),
('maliaRojas@gmail.com', 'Malia Rojas', 'maliaRojas', 'Other', 'W', 'This is the bio', 'This is the description', 'Listening to music, Running, Cycling, Acrobatics, Dancing', 'Reported', 'maliaRojasprofilePic', 25, '1978-7-9'),
('coryTownsend@gmail.com', 'Cory Townsend', 'coryTownsend', 'Other', 'B', 'This is the bio', 'This is the description', 'Car fixing, Yoga, Parkour, Hiking, Blogging', 'Pending', 'coryTownsendprofilePic', 26, '1982-4-25'),
('deliaEllison@gmail.com', 'Delia Ellison', 'deliaEllison', 'F', 'B', 'This is the bio', 'This is the description', 'Running, Bowling, Knitting, Yoga, Paintball', 'Reported', 'deliaEllisonprofilePic', 39, '1993-6-10'),
('jodyRamsey@gmail.com', 'Jody Ramsey', 'jodyRamsey', 'Other', 'M', 'This is the bio', 'This is the description', 'Bowling, Listening to podcasts, Journaling, Blogging, Dancing', 'Pending', 'jodyRamseyprofilePic', 36, '1961-9-19'),
('jackiStrickland@gmail.com', 'Jacki Strickland', 'jackiStrickland', 'F', 'B', 'This is the bio', 'This is the description', 'Parkour, Yoga, Bowling, Acrobatics, Journaling', 'Reported', 'jackiStricklandprofilePic', 21, '1958-7-26'),
('billGraves@gmail.com', 'Bill Graves', 'billGraves', 'Other', 'M', 'This is the bio', 'This is the description', 'Fishing, Hiking, Blogging, Listening to podcasts, Car fixing', 'Accepted', 'billGravesprofilePic', 24, '1977-2-3'),
('maribelMcintosh@gmail.com', 'Maribel Mcintosh', 'maribelMcintosh', 'F', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Watching series, Listening to podcasts, Cycling, Photography', 'Pending', 'maribelMcintoshprofilePic', 20, '1994-8-17'),
('terranceWhitehead@gmail.com', 'Terrance Whitehead', 'terranceWhitehead', 'M', 'W', 'This is the bio', 'This is the description', 'Photography, Yoga, Baseball, Acrobatics, Paintball', 'Accepted', 'terranceWhiteheadprofilePic', 24, '1993-10-26'),
('cristyChaney@gmail.com', 'Cristy Chaney', 'cristyChaney', 'F', 'M', 'This is the bio', 'This is the description', 'Fishing, Bowling, Running, Knitting, Yoga', 'Accepted', 'cristyChaneyprofilePic', 25, '2004-5-24'),
('rhodaLevine@gmail.com', 'Rhoda Levine', 'rhodaLevine', 'Other', 'B', 'This is the bio', 'This is the description', 'Acrobatics, Yoga, Cycling, Paintball, Blogging', 'Reported', 'rhodaLevineprofilePic', 33, '1993-9-8'),
('tannerLucas@gmail.com', 'Tanner Lucas', 'tannerLucas', 'M', 'B', 'This is the bio', 'This is the description', 'Cycling, Blogging, Bowling, Fishing, Dancing', 'Pending', 'tannerLucasprofilePic', 29, '1990-7-18'),
('humbertoWare@gmail.com', 'Humberto Ware', 'humbertoWare', 'M', 'B', 'This is the bio', 'This is the description', 'Blogging, Chess, Cycling, Photography, Watching series', 'Accepted', 'humbertoWareprofilePic', 22, '1990-1-17'),
('jewelHoffman@gmail.com', 'Jewel Hoffman', 'jewelHoffman', 'M', 'W', 'This is the bio', 'This is the description', 'Hiking, Yoga, Running, Parkour, Reading', 'Accepted', 'jewelHoffmanprofilePic', 36, '1968-3-22'),
('warnerStephenson@gmail.com', 'Warner Stephenson', 'warnerStephenson', 'Other', 'W', 'This is the bio', 'This is the description', 'Acrobatics, Blogging, Car fixing, Paintball, Journaling', 'Accepted', 'warnerStephensonprofilePic', 21, '1984-8-22'),
('eleanoreRyan@gmail.com', 'Eleanore Ryan', 'eleanoreRyan', 'F', 'M', 'This is the bio', 'This is the description', 'Bowling, Reading, Hiking, Chess, Yoga', 'Pending', 'eleanoreRyanprofilePic', 27, '1987-5-18'),
('daniloMccray@gmail.com', 'Danilo Mccray', 'daniloMccray', 'M', 'M', 'This is the bio', 'This is the description', 'Car fixing, Chess, Acrobatics, Cycling, Listening to music', 'Accepted', 'daniloMccrayprofilePic', 33, '1955-2-1'),
('samMontoya@gmail.com', 'Sam Montoya', 'samMontoya', 'M', 'W', 'This is the bio', 'This is the description', 'Journaling, Yoga, Bowling, Watching series, Acrobatics', 'Reported', 'samMontoyaprofilePic', 32, '1987-3-8'),
('joellaFuller@gmail.com', 'Joella Fuller', 'joellaFuller', 'Other', 'M', 'This is the bio', 'This is the description', 'Hiking, Yoga, Watching series, Listening to music, Chess', 'Accepted', 'joellaFullerprofilePic', 39, '1951-7-8'),
('venessaMoreno@gmail.com', 'Venessa Moreno', 'venessaMoreno', 'Other', 'M', 'This is the bio', 'This is the description', 'Watching series, Reading, Bowling, Chess, Parkour', 'Reported', 'venessaMorenoprofilePic', 36, '1983-1-8'),
('wayneDean@gmail.com', 'Wayne Dean', 'wayneDean', 'M', 'M', 'This is the bio', 'This is the description', 'Cycling, Fishing, Knitting, Hiking, Listening to music', 'Reported', 'wayneDeanprofilePic', 38, '1999-8-28'),
